Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"CXW","CORECIVIC REIT INC","Industrials","Equity","396,461.16","0.00","396,461.16","31,022.00","12.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JBGS","JBG SMITH PROPERTIES","Real Estate","Equity","396,799.27","0.00","396,799.27","23,521.00","16.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WLY","JOHN WILEY AND SONS INC CLASS A","Communication","Equity","394,720.48","0.00","394,720.48","8,624.00","45.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRIP","TRIPADVISOR INC","Communication","Equity","394,747.92","0.00","394,747.92","28,056.00","14.07","United States","NASDAQ","USD","1.00","USD","-"
"EWTX","EDGEWISE THERAPEUTICS INC","Health Care","Equity","393,477.24","0.00","393,477.24","20,852.00","18.87","United States","NASDAQ","USD","1.00","USD","-"
"GBX","GREENBRIER INC","Industrials","Equity","392,793.66","0.00","392,793.66","8,491.00","46.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PLAB","PHOTRONICS INC","Information Technology","Equity","393,848.10","0.00","393,848.10","16,479.00","23.90","United States","NASDAQ","USD","1.00","USD","-"
"DO","DIAMOND OFFSHORE DRILLING INC","Energy","Equity","391,671.45","0.00","391,671.45","26,919.00","14.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NRIX","NURIX THERAPEUTICS INC","Health Care","Equity","392,431.44","0.00","392,431.44","17,709.00","22.16","United States","NASDAQ","USD","1.00","USD","-"
"ASPN","ASPEN AEROGELS INC","Materials","Equity","390,145.03","0.00","390,145.03","15,983.00","24.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CMPR","CIMPRESS PLC","Industrials","Equity","390,170.46","0.00","390,170.46","4,519.00","86.34","United States","NASDAQ","USD","1.00","USD","-"
"GEF","GREIF INC CLASS A","Materials","Equity","390,673.50","0.00","390,673.50","6,415.00","60.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PARR","PAR PACIFIC HOLDINGS INC","Energy","Equity","389,923.08","0.00","389,923.08","16,404.00","23.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JANX","JANUX THERAPEUTICS INC","Health Care","Equity","388,461.12","0.00","388,461.12","9,356.00","41.52","United States","NASDAQ","USD","1.00","USD","-"
"ALEX","ALEXANDER AND BALDWIN INC","Real Estate","Equity","387,995.38","0.00","387,995.38","20,518.00","18.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SONO","SONOS INC","Consumer Discretionary","Equity","384,145.77","0.00","384,145.77","32,749.00","11.73","United States","NASDAQ","USD","1.00","USD","-"
"AS","AMER SPORTS INC","Consumer Discretionary","Equity","382,751.16","0.00","382,751.16","32,826.00","11.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMRX","AMNEAL PHARMACEUTICALS INC CLASS A","Health Care","Equity","383,674.55","0.00","383,674.55","48,505.00","7.91","United States","NASDAQ","USD","1.00","USD","-"
"HLX","HELIX ENERGY SOLUTIONS GROUP INC","Energy","Equity","383,447.89","0.00","383,447.89","36,277.00","10.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVDL","AVADEL PHARMACEUTICALS ORD","Health Care","Equity","381,585.65","0.00","381,585.65","24,859.00","15.35","United States","NASDAQ","USD","1.00","USD","-"
"JBLU","JETBLUE AIRWAYS CORP","Industrials","Equity","382,182.84","0.00","382,182.84","81,663.00","4.68","United States","NASDAQ","USD","1.00","USD","-"
"WABC","WESTAMERICA BANCORPORATION","Financials","Equity","381,593.43","0.00","381,593.43","7,723.00","49.41","United States","NASDAQ","USD","1.00","USD","-"
"HEES","H AND E EQUIPMENT SERVICES INC","Industrials","Equity","380,061.36","0.00","380,061.36","8,264.00","45.99","United States","NASDAQ","USD","1.00","USD","-"
"LNN","LINDSAY CORP","Industrials","Equity","380,203.92","0.00","380,203.92","3,144.00","120.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AGL","AGILON HEALTH","Health Care","Equity","378,352.92","0.00","378,352.92","76,901.00","4.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OCUL","OCULAR THERAPEUTIX INC","Health Care","Equity","379,219.59","0.00","379,219.59","45,307.00","8.37","United States","NASDAQ","USD","1.00","USD","-"
"ARVN","ARVINAS INC","Health Care","Equity","377,369.60","0.00","377,369.60","14,741.00","25.60","United States","NASDAQ","USD","1.00","USD","-"
"CSGS","CSG SYSTEMS INTERNATIONAL INC","Industrials","Equity","377,229.32","0.00","377,229.32","7,982.00","47.26","United States","NASDAQ","USD","1.00","USD","-"
"LTH","LIFE TIME GROUP HOLDINGS INC","Consumer Discretionary","Equity","378,180.00","0.00","378,180.00","16,808.00","22.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SOUN","SOUNDHOUND AI INC CLASS A","Information Technology","Equity","377,863.20","0.00","377,863.20","76,336.00","4.95","United States","NASDAQ","USD","1.00","USD","-"
"ZUO","ZUORA INC CLASS A","Information Technology","Equity","375,896.08","0.00","375,896.08","43,306.00","8.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PWSC","POWERSCHOOL HOLDINGS INC CLASS A","Information Technology","Equity","375,273.29","0.00","375,273.29","16,583.00","22.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DAN","DANA INCORPORATED INC","Consumer Discretionary","Equity","372,890.98","0.00","372,890.98","34,591.00","10.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RXRX","RECURSION PHARMACEUTICALS INC CLAS","Health Care","Equity","371,964.00","0.00","371,964.00","55,600.00","6.69","United States","NASDAQ","USD","1.00","USD","-"
"TNK","TEEKAY TANKERS LTD CLASS A","Energy","Equity","371,963.76","0.00","371,963.76","6,504.00","57.19","Bermuda","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CDNA","CAREDX INC","Health Care","Equity","370,392.75","0.00","370,392.75","13,065.00","28.35","United States","NASDAQ","USD","1.00","USD","-"
"DDS","DILLARDS INC CLASS A","Consumer Discretionary","Equity","370,870.07","0.00","370,870.07","1,063.00","348.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HMN","HORACE MANN EDUCATORS CORP","Financials","Equity","369,856.37","0.00","369,856.37","10,907.00","33.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LKFN","LAKELAND FINANCIAL CORP","Financials","Equity","370,818.80","0.00","370,818.80","5,935.00","62.48","United States","NASDAQ","USD","1.00","USD","-"
"DRS","LEONARDO DRS INC","Industrials","Equity","370,157.00","0.00","370,157.00","13,315.00","27.80","United States","NASDAQ","USD","1.00","USD","-"
"WRBY","WARBY PARKER INC CLASS A","Consumer Discretionary","Equity","369,876.59","0.00","369,876.59","26,251.00","14.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GOGL","GOLDEN OCEAN GROUP LTD","Industrials","Equity","369,048.06","0.00","369,048.06","30,601.00","12.06","Norway","NASDAQ","USD","1.00","USD","-"
"DJT","TRUMP MEDIA TECHNOLOGY GROUP CORP","Communication","Equity","368,210.54","0.00","368,210.54","15,622.00","23.57","United States","NASDAQ","USD","1.00","USD","-"
"AESI","ATLAS ENERGY SOLUTIONS INC","Energy","Equity","367,652.76","0.00","367,652.76","18,273.00","20.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FCF","FIRST COMMONWEALTH FINANCIAL CORP","Financials","Equity","367,846.50","0.00","367,846.50","23,135.00","15.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GTY","GETTY REALTY REIT CORP","Real Estate","Equity","366,793.00","0.00","366,793.00","12,026.00","30.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"QCRH","QCR HOLDINGS INC","Financials","Equity","366,935.91","0.00","366,935.91","5,137.00","71.43","United States","NASDAQ","USD","1.00","USD","-"
"VRTS","VIRTUS INVESTMENT PARTNERS INC","Financials","Equity","366,062.00","0.00","366,062.00","1,777.00","206.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MP","MP MATERIALS CORP CLASS A","Materials","Equity","363,003.55","0.00","363,003.55","29,393.00","12.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NVEE","NV5 GLOBAL INC","Industrials","Equity","362,399.10","0.00","362,399.10","3,738.00","96.95","United States","NASDAQ","USD","1.00","USD","-"
"TGLS","TECNOGLASS INC","Industrials","Equity","362,278.32","0.00","362,278.32","6,042.00","59.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NNI","NELNET INC CLASS A","Financials","Equity","361,461.60","0.00","361,461.60","3,292.00","109.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DHT","DHT HOLDINGS INC","Energy","Equity","360,668.95","0.00","360,668.95","31,777.00","11.35","Bermuda","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LPG","DORIAN LPG LTD","Energy","Equity","360,621.60","0.00","360,621.60","9,591.00","37.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LTC","LTC PROPERTIES REIT INC","Real Estate","Equity","360,648.00","0.00","360,648.00","10,018.00","36.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DNOW","DNOW INC","Industrials","Equity","359,104.83","0.00","359,104.83","28,077.00","12.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SPNT","SIRIUSPOINT LTD","Financials","Equity","359,155.34","0.00","359,155.34","24,499.00","14.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BCRX","BIOCRYST PHARMACEUTICALS INC","Health Care","Equity","356,778.80","0.00","356,778.80","46,760.00","7.63","United States","NASDAQ","USD","1.00","USD","-"
"BUSE","FIRST BUSEY CORP","Financials","Equity","357,127.94","0.00","357,127.94","14,183.00","25.18","United States","NASDAQ","USD","1.00","USD","-"
"HLIO","HELIOS TECHNOLOGIES INC","Industrials","Equity","357,374.75","0.00","357,374.75","8,263.00","43.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MFA","MFA FINANCIAL INC","Financials","Equity","357,583.18","0.00","357,583.18","30,278.00","11.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AIV","APARTMENT INVESTMENT AND MANAGEMEN","Real Estate","Equity","355,812.60","0.00","355,812.60","40,898.00","8.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FBNC","FIRST BANCORP","Financials","Equity","356,314.05","0.00","356,314.05","8,919.00","39.95","United States","NASDAQ","USD","1.00","USD","-"
"HOPE","HOPE BANCORP INC","Financials","Equity","356,345.42","0.00","356,345.42","29,353.00","12.14","United States","NASDAQ","USD","1.00","USD","-"
"STBA","S AND T BANCORP INC","Financials","Equity","355,912.97","0.00","355,912.97","8,869.00","40.13","United States","NASDAQ","USD","1.00","USD","-"
"SBH","SALLY BEAUTY HOLDINGS INC","Consumer Discretionary","Equity","356,337.85","0.00","356,337.85","28,169.00","12.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UVV","UNIVERSAL CORP","Consumer Staples","Equity","355,754.56","0.00","355,754.56","6,748.00","52.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DEA","EASTERLY GOVERNMENT PROPERTIES INC","Real Estate","Equity","353,783.57","0.00","353,783.57","26,461.00","13.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CERT","CERTARA INC","Health Care","Equity","352,348.16","0.00","352,348.16","28,976.00","12.16","United States","NASDAQ","USD","1.00","USD","-"
"RCKT","ROCKET PHARMACEUTICALS INC","Health Care","Equity","352,470.00","0.00","352,470.00","18,950.00","18.60","United States","NASDAQ","USD","1.00","USD","-"
"WOR","WORTHINGTON ENTERPRISES INC","Consumer Discretionary","Equity","351,568.80","0.00","351,568.80","7,920.00","44.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BLBD","BLUE BIRD CORP","Industrials","Equity","349,258.25","0.00","349,258.25","7,135.00","48.95","United States","NASDAQ","USD","1.00","USD","-"
"BKD","BROOKDALE SENIOR LIVING INC","Health Care","Equity","349,914.91","0.00","349,914.91","50,203.00","6.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CSR","CENTERSPACE","Real Estate","Equity","349,268.92","0.00","349,268.92","4,732.00","73.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NGVT","INGEVITY CORP","Materials","Equity","350,033.30","0.00","350,033.30","9,874.00","35.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NWBI","NORTHWEST BANCSHARES INC","Financials","Equity","348,584.46","0.00","348,584.46","26,773.00","13.02","United States","NASDAQ","USD","1.00","USD","-"
"SAFE","SAFEHOLD INC","Real Estate","Equity","348,731.44","0.00","348,731.44","14,702.00","23.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CUBI","CUSTOMERS BANCORP INC","Financials","Equity","345,504.61","0.00","345,504.61","7,381.00","46.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INVA","INNOVIVA INC","Health Care","Equity","346,108.00","0.00","346,108.00","18,800.00","18.41","United States","NASDAQ","USD","1.00","USD","-"
"LOB","LIVE OAK BANCSHARES INC","Financials","Equity","345,489.80","0.00","345,489.80","8,590.00","40.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MGPI","MGP INGREDIENTS INC","Consumer Staples","Equity","345,380.92","0.00","345,380.92","3,923.00","88.04","United States","NASDAQ","USD","1.00","USD","-"
"STEL","STELLAR BANCORP INC","Financials","Equity","343,841.60","0.00","343,841.60","13,820.00","24.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XRX","XEROX HOLDINGS CORP","Information Technology","Equity","343,556.64","0.00","343,556.64","34,083.00","10.08","United States","NASDAQ","USD","1.00","USD","-"
"IONQ","IONQ INC","Information Technology","Equity","342,841.10","0.00","342,841.10","46,205.00","7.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NWN","NORTHWEST NATURAL HOLDING COMPANY","Utilities","Equity","340,727.52","0.00","340,727.52","8,818.00","38.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CARS","CARS.COM INC","Communication","Equity","336,440.66","0.00","336,440.66","19,051.00","17.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SCS","STEELCASE INC CLASS A","Industrials","Equity","336,876.70","0.00","336,876.70","25,618.00","13.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADEA","ADEIA INC","Information Technology","Equity","335,580.20","0.00","335,580.20","28,439.00","11.80","United States","NASDAQ","USD","1.00","USD","-"
"KW","KENNEDY WILSON HOLDINGS INC","Real Estate","Equity","335,564.39","0.00","335,564.39","32,173.00","10.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LADR","LADDER CAPITAL CORP CLASS A","Financials","Equity","335,319.39","0.00","335,319.39","28,441.00","11.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ARDX","ARDELYX INC","Health Care","Equity","334,078.08","0.00","334,078.08","56,816.00","5.88","United States","NASDAQ","USD","1.00","USD","-"
"HELE","HELEN OF TROY LTD","Consumer Discretionary","Equity","334,597.68","0.00","334,597.68","6,492.00","51.54","United States","NASDAQ","USD","1.00","USD","-"
"KFRC","KFORCE INC","Industrials","Equity","333,905.00","0.00","333,905.00","5,137.00","65.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SCSC","SCANSOURCE INC","Information Technology","Equity","333,518.24","0.00","333,518.24","6,908.00","48.28","United States","NASDAQ","USD","1.00","USD","-"
"ANIP","ANI PHARMACEUTICALS INC","Health Care","Equity","331,406.40","0.00","331,406.40","5,424.00","61.10","United States","NASDAQ","USD","1.00","USD","-"
"NBHC","NATIONAL BANK HOLDINGS CORP CLASS","Financials","Equity","331,416.33","0.00","331,416.33","8,169.00","40.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ACMR","ACM RESEARCH CLASS A INC","Information Technology","Equity","329,590.68","0.00","329,590.68","16,228.00","20.31","United States","NASDAQ","USD","1.00","USD","-"
"INMD","INMODE LTD","Health Care","Equity","330,082.88","0.00","330,082.88","20,656.00","15.98","Israel","NASDAQ","USD","1.00","USD","-"
"JAMF","JAMF HOLDING CORP","Information Technology","Equity","329,889.24","0.00","329,889.24","18,236.00","18.09","United States","NASDAQ","USD","1.00","USD","-"
"KURA","KURA ONCOLOGY INC","Health Care","Equity","329,035.65","0.00","329,035.65","16,917.00","19.45","United States","NASDAQ","USD","1.00","USD","-"
"NTCT","NETSCOUT SYSTEMS INC","Information Technology","Equity","329,319.20","0.00","329,319.20","16,802.00","19.60","United States","NASDAQ","USD","1.00","USD","-"
"PMT","PENNYMAC MORTGAGE INVESTMENT TRUST","Financials","Equity","329,624.71","0.00","329,624.71","24,113.00","13.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RC","READY CAPITAL CORP","Financials","Equity","330,142.96","0.00","330,142.96","39,256.00","8.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
